id,timestamp,var
unit_01,2024-01-01 00:00:00,0.0
unit_01,2024-01-01 00:00:01,0.01397771011832203
unit_01,2024-01-01 00:00:02,0.02795268918883626
unit_01,2024-01-01 00:00:03,0.04192220669734317
unit_01,2024-01-01 00:00:04,0.05588353319675562
unit_01,2024-01-01 00:00:05,0.0698339408403943
unit_01,2024-01-01 00:00:06,0.08377070391497066
unit_01,2024-01-01 00:00:07,0.0976910993731529
unit_01,2024-01-01 00:00:08,0.111592407365611
unit_01,2024-01-01 00:00:09,0.12547191177243716
unit_01,2024-01-01 00:00:10,0.13932690073383724
unit_01,2024-01-01 00:00:11,0.15315466717999013
unit_01,2024-01-01 00:00:12,0.16695250935997089
unit_01,2024-01-01 00:00:13,0.18071773136963512
unit_01,2024-01-01 00:00:14,0.19444764367836045
unit_01,2024-01-01 00:00:15,0.20813956365454309
unit_01,2024-01-01 00:00:16,0.22179081608974627
unit_01,2024-01-01 00:00:17,0.23539873372139827
unit_01,2024-01-01 00:00:18,0.24896065775393794
unit_01,2024-01-01 00:00:19,0.2624739383783062
unit_01,2024-01-01 00:00:20,0.2759359352896809
unit_01,2024-01-01 00:00:21,0.28934401820335587
unit_01,2024-01-01 00:00:22,0.302695567368661
unit_01,2024-01-01 00:00:23,0.3159879740808249
unit_01,2024-01-01 00:00:24,0.32921864119067906
unit_01,2024-01-01 00:00:25,0.34238498361210423
unit_01,2024-01-01 00:00:26,0.35548442882711984
unit_01,2024-01-01 00:00:27,0.3685144173885177
unit_01,2024-01-01 00:00:28,0.3814724034199422
unit_01,2024-01-01 00:00:29,0.39435585511331855
unit_01,2024-01-01 00:00:30,0.40716225522353255
unit_01,2024-01-01 00:00:31,0.4198891015602646
unit_01,2024-01-01 00:00:32,0.43253390747688275
unit_01,2024-01-01 00:00:33,0.4450942023562984
unit_01,2024-01-01 00:00:34,0.4575675320936899
unit_01,2024-01-01 00:00:35,0.4699514595760004
unit_01,2024-01-01 00:00:36,0.4822435651581151
unit_01,2024-01-01 00:00:37,0.4944414471356262
unit_01,2024-01-01 00:00:38,0.5065427222140919
unit_01,2024-01-01 00:00:39,0.5185450259746985
unit_01,2024-01-01 00:00:40,0.5304460133362349
unit_01,2024-01-01 00:00:41,0.5422433590132881
unit_01,2024-01-01 00:00:42,0.5539347579705715
unit_01,2024-01-01 00:00:43,0.5655179258732961
unit_01,2024-01-01 00:00:44,0.5769905995334977
unit_01,2024-01-01 00:00:45,0.5883505373522316
unit_01,2024-01-01 00:00:46,0.5995955197575499
unit_01,2024-01-01 00:00:47,0.6107233496381741
unit_01,2024-01-01 00:00:48,0.6217318527727802
unit_01,2024-01-01 00:00:49,0.6326188782548106
unit_01,2024-01-01 00:00:50,0.6433822989127311
unit_01,2024-01-01 00:00:51,0.6540200117256505
unit_01,2024-01-01 00:00:52,0.6645299382342207
unit_01,2024-01-01 00:00:53,0.6749100249467391
unit_01,2024-01-01 00:00:54,0.6851582437403714
unit_01,2024-01-01 00:00:55,0.6952725922574186
unit_01,2024-01-01 00:00:56,0.7052510942965493
unit_01,2024-01-01 00:00:57,0.7150918001989218
unit_01,2024-01-01 00:00:58,0.72479278722912
unit_01,2024-01-01 00:00:59,0.7343521599508285
unit_01,2024-01-01 00:01:00,0.7437680505971748
unit_01,2024-01-01 00:01:01,0.7530386194356637
unit_01,2024-01-01 00:01:02,0.7621620551276365
unit_01,2024-01-01 00:01:03,0.7711365750821795
unit_01,2024-01-01 00:01:04,0.7799604258044185
unit_01,2024-01-01 00:01:05,0.7886318832381263
unit_01,2024-01-01 00:01:06,0.7971492531025791
unit_01,2024-01-01 00:01:07,0.8055108712235954
unit_01,2024-01-01 00:01:08,0.813715103858692
unit_01,2024-01-01 00:01:09,0.821760348016294
unit_01,2024-01-01 00:01:10,0.8296450317689377
unit_01,2024-01-01 00:01:11,0.8373676145604018
unit_01,2024-01-01 00:01:12,0.8449265875067115
unit_01,2024-01-01 00:01:13,0.8523204736909528
unit_01,2024-01-01 00:01:14,0.8595478284518409
unit_01,2024-01-01 00:01:15,0.8666072396659875
unit_01,2024-01-01 00:01:16,0.873497328023809
unit_01,2024-01-01 00:01:17,0.8802167472990249
unit_01,2024-01-01 00:01:18,0.8867641846116908
unit_01,2024-01-01 00:01:19,0.8931383606847171
unit_01,2024-01-01 00:01:20,0.8993380300938217
unit_01,2024-01-01 00:01:21,0.905361981510868
unit_01,2024-01-01 00:01:22,0.9112090379405421
unit_01,2024-01-01 00:01:23,0.9168780569503201
unit_01,2024-01-01 00:01:24,0.9223679308936846
unit_01,2024-01-01 00:01:25,0.9276775871265419
unit_01,2024-01-01 00:01:26,0.9328059882168025
unit_01,2024-01-01 00:01:27,0.9377521321470804
unit_01,2024-01-01 00:01:28,0.9425150525104734
unit_01,2024-01-01 00:01:29,0.9470938186993848
unit_01,2024-01-01 00:01:30,0.9514875360873517
unit_01,2024-01-01 00:01:31,0.9556953462038424
unit_01,2024-01-01 00:01:32,0.9597164269019888
unit_01,2024-01-01 00:01:33,0.963549992519223
unit_01,2024-01-01 00:01:34,0.9671952940307843
unit_01,2024-01-01 00:01:35,0.9706516191960686
unit_01,2024-01-01 00:01:36,0.9739182926977893
unit_01,2024-01-01 00:01:37,0.976994676273926
unit_01,2024-01-01 00:01:38,0.9798801688424306
unit_01,2024-01-01 00:01:39,0.9825742066186712
unit_01,2024-01-01 00:01:40,0.9850762632255877
unit_01,2024-01-01 00:01:41,0.9873858497965377
unit_01,2024-01-01 00:01:42,0.9895025150708148
unit_01,2024-01-01 00:01:43,0.9914258454818184
unit_01,2024-01-01 00:01:44,0.9931554652378591
unit_01,2024-01-01 00:01:45,0.9946910363955824
unit_01,2024-01-01 00:01:46,0.9960322589259988
unit_01,2024-01-01 00:01:47,0.9971788707731045
unit_01,2024-01-01 00:01:48,0.9981306479050847
unit_01,2024-01-01 00:01:49,0.9988874043580845
unit_01,2024-01-01 00:01:50,0.9994489922725454
unit_01,2024-01-01 00:01:51,0.9998153019220934
unit_01,2024-01-01 00:01:52,0.9999862617349795
unit_01,2024-01-01 00:01:53,0.9999618383080625
unit_01,2024-01-01 00:01:54,0.9997420364133363
unit_01,2024-01-01 00:01:55,0.9993268989969971
unit_01,2024-01-01 00:01:56,0.9987165071710528
unit_01,2024-01-01 00:01:57,0.9979109801974742
unit_01,2024-01-01 00:01:58,0.9969104754648934
unit_01,2024-01-01 00:01:59,0.9957151884578522
unit_01,2024-01-01 00:02:00,0.9943253527186069
unit_01,2024-01-01 00:02:01,0.9927412398014978
unit_01,2024-01-01 00:02:02,0.990963159219891
unit_01,2024-01-01 00:02:03,0.9889914583857039
unit_01,2024-01-01 00:02:04,0.9868265225415261
unit_01,2024-01-01 00:02:05,0.9844687746853481
unit_01,2024-01-01 00:02:06,0.9819186754879133
unit_01,2024-01-01 00:02:07,0.9791767232027101
unit_01,2024-01-01 00:02:08,0.9762434535686193
unit_01,2024-01-01 00:02:09,0.973119439705239
unit_01,2024-01-01 00:02:10,0.9698052920009045
unit_01,2024-01-01 00:02:11,0.9663016579934278
unit_01,2024-01-01 00:02:12,0.9626092222435768
unit_01,2024-01-01 00:02:13,0.9587287062013227
unit_01,2024-01-01 00:02:14,0.9546608680648782
unit_01,2024-01-01 00:02:15,0.9504065026325565
unit_01,2024-01-01 00:02:16,0.945966441147479
unit_01,2024-01-01 00:02:17,0.9413415511351619
unit_01,2024-01-01 00:02:18,0.9365327362340138
unit_01,2024-01-01 00:02:19,0.931540936018778
