ts,unit_id,v1,v2,v3,v4,v5
2025-09-10 12:00:00+00:00,unit_01,50.397371322408986,104.58550249453896,0.0378494308322676,1000.1106019926618,0
2025-09-10 12:00:00.100000+00:00,unit_01,51.142720894706095,104.47519206137729,-0.008258835376613677,1000.1819983563017,1
2025-09-10 12:00:00.200000+00:00,unit_01,53.0050497021291,104.41873177443638,0.035221460628669335,1000.6086234468804,1
2025-09-10 12:00:00.300000+00:00,unit_01,54.8996694119732,103.2441113941791,0.10300335356891688,1001.2835355587822,0
2025-09-10 12:00:00.400000+00:00,unit_01,54.63021404123848,101.53463417489267,0.12367509873010192,1001.257329720406,0
2025-09-10 12:00:00.500000+00:00,unit_01,55.69054295736538,100.05866369165439,0.21751488935800523,1001.5139309644469,1
2025-09-10 12:00:00.600000+00:00,unit_01,58.1088413116928,99.09374747601947,0.17882542940282659,1001.392043157706,1
2025-09-10 12:00:00.700000+00:00,unit_01,58.31908021108021,96.76528804411971,0.11659269423725574,1002.3238760698082,0
2025-09-10 12:00:00.800000+00:00,unit_01,58.06769974627219,96.22846371871027,0.02765668179204181,1002.5936452543423,0
2025-09-10 12:00:00.900000+00:00,unit_01,59.48231855952897,95.14362109230728,0.10245889736650096,1003.3489764169917,1
2025-09-10 12:00:01+00:00,unit_01,59.13983100870156,94.89115939838639,0.13517718018420385,1002.9076665295141,1
2025-09-10 12:00:01.100000+00:00,unit_01,59.45028870443068,95.79410584451783,0.1323979466386811,1003.3657450982992,0
2025-09-10 12:00:01.200000+00:00,unit_01,60.17383710153555,96.36762320261927,0.1463963779546721,1003.6748151051132,0
2025-09-10 12:00:01.300000+00:00,unit_01,58.44964308855648,97.46782855653795,0.0901219255897533,1004.373235983929,1
2025-09-10 12:00:01.400000+00:00,unit_01,58.442938241276465,99.10765443170241,0.21240952457059462,1004.171411340284,1
2025-09-10 12:00:01.500000+00:00,unit_01,59.06073513955876,100.01050192081638,0.218870583669356,1004.5837064577311,0
2025-09-10 12:00:01.600000+00:00,unit_01,58.238005628392656,101.88606145752222,0.22434032339960064,1004.982368952915,0
2025-09-10 12:00:01.700000+00:00,unit_01,58.69467712109637,102.78379288316565,0.2606286545945352,1005.155982736947,1
2025-09-10 12:00:01.800000+00:00,unit_01,56.97871316734093,104.20716814811895,0.2846791161813709,1005.2660699156348,1
2025-09-10 12:00:01.900000+00:00,unit_01,55.71562809821865,104.69021105429192,0.29587331739532746,1005.7582269978695,0
2025-09-10 12:00:02+00:00,unit_01,57.050371538061974,105.04849798249636,0.25634959462306184,1006.322089524958,0
2025-09-10 12:00:02.100000+00:00,unit_01,54.636915700627924,105.05286109419423,0.2799230124798616,1005.9920454101766,1
2025-09-10 12:00:02.200000+00:00,unit_01,53.73526809059712,103.63597463025799,0.37402423730361334,1006.6398909022441,0
2025-09-10 12:00:02.300000+00:00,unit_01,51.34710032267778,103.9851198993051,0.44129523961136224,1006.6899637555182,0
2025-09-10 12:00:02.400000+00:00,unit_01,50.817826156022896,101.04207628112489,0.5209545709433321,1007.5585139886775,0
2025-09-10 12:00:02.500000+00:00,unit_01,50.08873807176789,99.39290569360614,0.49539378712177284,1007.0430439285649,1
2025-09-10 12:00:02.600000+00:00,unit_01,47.82587280241911,99.03397046487531,0.4459135461088438,1007.6323234458184,0
2025-09-10 12:00:02.700000+00:00,unit_01,47.81365954302799,97.4569050855191,0.4396242001038614,1008.2131635625194,0
2025-09-10 12:00:02.800000+00:00,unit_01,45.83824352121818,96.26697493665135,0.44241044571829613,1008.8696572087703,0
2025-09-10 12:00:02.900000+00:00,unit_01,44.949108259148225,95.55889017315637,0.49712002164184355,1008.6802749216781,1
2025-09-10 12:00:03+00:00,unit_01,43.640782187291755,94.99387661357655,0.4124967901561026,1008.833440141992,1
2025-09-10 12:00:03.100000+00:00,unit_01,44.636351488320265,94.79609023278131,0.4889743061291333,1009.8643471208321,0
2025-09-10 12:00:03.200000+00:00,unit_01,42.28406979245176,95.99281730722213,0.48107391120018383,1009.1655958298752,0
2025-09-10 12:00:03.300000+00:00,unit_01,40.71055200181514,96.72249288278158,0.4597298577028128,1009.2403582130139,1
2025-09-10 12:00:03.400000+00:00,unit_01,41.60976540502236,98.94247489483413,0.40912463893980444,1010.332004335016,1
2025-09-10 12:00:03.500000+00:00,unit_01,39.51275991707165,99.92647130924892,0.32638180534651595,1010.3493837326943,0
2025-09-10 12:00:03.600000+00:00,unit_01,40.344218368716916,101.13233637347847,0.36754033454461166,1010.4936301548607,0
2025-09-10 12:00:03.700000+00:00,unit_01,38.451996616613464,102.77823334063588,0.3712062329040319,1011.3125069341899,1
